	CD_MemberList	frac_d1_seeds	frac_d2_seeds
C890	KIF12 DENND4C AGAP1 SH3BP4 MAST3 SH3PXD2A KIF13B KIF1C NAV1 CLMN KCTD3 FAM53C DENND1A PLEKHA7 TIAM1	0.4	0.06666666666666667
C892	SLC38A10 ABR GMIP GLB1L3 TPST2 ARHGEF18 CLN3 LCTL GBA WBP1L LAMP1 MAN2B1 GANC RGS19	0.35714285714285715	0.2857142857142857
C895	DNHD1 HNRNPCL2 RALYL NLGN1 DNAH17 DNAH14 HIST1H4E HNRNPA3 H2AFY DNAH3 SKOR1	0.2727272727272727	0.09090909090909091
C883	GPC5 CSPG5 CSPG4 CHST14 NDST2 HS6ST3 SDC1 CHST10 SDC3 CHST9 GPC2 NDST1 NCAN GAL3ST4 CHST8 HS3ST3B1 HS3ST1 CHST1 HS3ST4 SULT1A4 HS3ST2 NDST4 CHST3 PAPSS1 SULT1A1 HS3ST3A1 CHST7 AC093155.3 SULT1A2 GPC1 NDST3 CHST13 GPC6 HS3ST6	0.2647058823529412	0.08823529411764706
C879	NRCAM SYT6 SYT2 SYT1 KRT75 DCHS1 WNK1 NPFFR1 BEST4 EMX2 SYT12 POMC GYPC GTF2H2C ZSCAN31 SLC6A7 MTMR9 DNAH17 RASGRF1 MYH2 CLSTN2 DNAH3 DMD LIX1L DOC2A TMEM45B GNAI2 PDLIM3 RAPSN SYT17 CDX2 CASQ2 INPP4B AATK CALY CACNA1C MMP24 UNC13B TUB HHLA2 GRIA3 LGR5 BNC2 SPDEF CCDC40 PLCD4 RALYL HPX SLIT3 CPNE6 TULP1 CACNA1D BEST3 DNHD1 MMP11 HNF4G SYTL2 ADORA2B SYT14 PRPH TSPAN8 MOGAT3 SYT7 CLCN2 RIT2 SYT15 EPS8L1 ARPP21 BEST2 RIMS4 NRXN1 CPXM1 A1CF ANGEL1 SYT4 SPOCK1 ZNF502 RIPPLY2 PURG SYT9 TMEM52 PRPH2 NOVA1 MYF5 CDHR4 RPH3A FCHO2 VSX1 LMO1 LMTK3 C5orf30 PGBD5 DSPP PTCH2 THY1 JAM3 RASAL1 SCN4A ERAS AKNA FSCN2 RD3 PACSIN2 TEPSIN BCL2L15 NLGN1 FEZ2 SYTL3 SOX3 MYOZ2 LGALS4 SYTL4 RIMS2 ELAVL2 SCUBE2 RASA4 PPP1R14D CDH26 FAM20C PRLHR TFAP4 EFEMP2 UNC13D ELAVL4 LMTK2 SYTL1 CNTNAP5 TMEM19 CACNB1 PTPRD SYT16 ESYT3 GP2 CCDC85A COLQ CADPS SPTBN5 RCAN2 PCSK2 TOX3 POU1F1 HOXB9 VIPR1 SEZ6L MMP16 SYTL5 TRPM3 WNK4 STMN4 MC4R SLITRK6 NKAIN2 NYX BDNF CASZ1 AKAP6 LSAMP NUMBL ASIC2 VGLL2 RAB27B PDILT MYH4 TRPC4 DNAH14 CHGB C12orf42 C2CD5 GNAO1	0.33727810650887574	0.1834319526627219
C932	TMEM19 PTPRD ZSCAN31 SLITRK6 LGR5	0.2	0.2
C901	PCSK2 CADPS STMN4 ELAVL2 ELAVL4 SEZ6L RASGRF1 CHGB CPXM1 CALY	0.4	0.3
C902	BNC2 CDHR4 GYPC ZNF502 LIX1L THY1 CDH26 JAM3 DCHS1 EFEMP2	0.3	0.2
C907	MYF5 DMD CASQ2 VGLL2 PDLIM3 MYH2 MYH4 MYOZ2 AKAP6	0.1111111111111111	0.2222222222222222
C909	NUMBL TEPSIN LMTK3 WNK1 WNK4 ANGEL1 AATK LMTK2	0.25	0.125
C884	SYT6 SYT2 RIPPLY2 SYT1 RASA4 SYT9 UNC13B UNC13D SYT12 SYTL1 PLCD4 RPH3A C2CD5 FCHO2 ESYT3 SYT16 CCDC85A DOC2A SYTL2 SYT14 SYTL5 RASAL1 SYT7 SYT17 SYT15 PACSIN2 RAB27B SYTL3 RIMS4 INPP4B SYTL4 SYT4	0.3125	0.15625
C893	BEST3 BEST2 CDX2 HOXB9 HNF4G PPP1R14D VSX1 TMEM45B BCL2L15 TMEM52 TSPAN8 BEST4 HHLA2 LGALS4	0.35714285714285715	0.21428571428571427
C894	POU1F1 VIPR1 ADORA2B PRLHR GNAI2 NPFFR1 C12orf42 MC4R GNAO1 POMC BDNF	0.6363636363636364	0.09090909090909091
C896	BAHCC1 NECAB1 EBF3 PHOSPHO2 PITPNM2 SLC45A3 VPS35L CPNE4 TMEM178A CCDC22 VSTM2L	0.09090909090909091	0.09090909090909091
C929	NDE1 TUBA4A TBCC TBCD TUBA4B	0.6	0.2
C899	KNSTRN NSD2 KIF22 RPL39L RSRC1 PYDC1 AC004223.3 CCDC34 CENPF RAD51 OIP5	0.36363636363636365	0.2727272727272727
C934	ATXN7L3 TAF4 TAF10 TAF11	0.5	0.25
C903	POLR2J4 C17orf58 DNAJC27 CACUL1 ERI2 SERTAD3 ZIK1 ZSWIM6 TAF1 DNAJC28	0.3	0.1
C881	XRCC5 UNK KATNAL1 CKAP5 RPL28 HSP90AB1 CSDE1 TMEM256 RPL39L FUS SSR4 DTD1 AC011455.3 AC004223.3 PPP2R2A SWI5 NPEPPS RAD51 TBCC MTIF3 PTRHD1 GARS STAU1 EIF3A SPCS1 TUBA4A KNOP1 MRPL2 HARS DNAJC17 SUMO1 POLR3F SNU13 TAF11 GGNBP1 IPO7 THOC6 AC135178.2 DPH1 TRUB2 HMGCR KPNB1 NDUFS3 DNAJA3 SLC25A12 MRPL14 SF3A3 TIMM17A KPNA3 KIF22 SNRPC PSMC3 SMARCC1 SNAPC3 RPL4 TRIT1 EIF2AK4 HNRNPA3 POLR3A NCOA5 GTF3C2 EXOSC10 TSR2 MEA1 IPO4 PYDC1 CTNNBL1 GON7	0.45588235294117646	0.17647058823529413
C916	HMGCR DYNLL2 METTL27 RRP8 METTL2B AS3MT METTL2A	0.42857142857142855	0.14285714285714285
C919	ANKRD13B RCOR2 GFI1B ZFAND2B ANKRD63 EHMT2	0.3333333333333333	0.16666666666666666
C921	THAP11 HCFC1 THAP2 THAP3 THAP7 THAP4	0.16666666666666666	0.16666666666666666
C920	RPL28 SPCS1 RPL39L SSR4 RPL4 GON7	0.3333333333333333	0.0
C905	MEA1 MRPL14 TMEM256 MRPL2 MTIF3 SWI5 AC135178.2 NDUFS3 TRUB2	0.4444444444444444	0.3333333333333333
C922	POLR3A EXOSC10 GTF3C2 POLR3F SNAPC3 TRIT1	0.3333333333333333	0.16666666666666666
C910	GARS NCOA5 HARS DTD1 AC011455.3 GGNBP1 EIF2AK4	0.2857142857142857	0.2857142857142857
C923	SPG7 SUGP2 NKTR NFATC3 ANKZF1 HPS4	0.16666666666666666	0.16666666666666666
C886	ZFC3H1 HELZ TNRC6A KDM3B USP34 PHF2 CELA1 NKTR KDM5D KDM6B KDM8 SP3 KIAA2013 KDM5A TBC1D15 N4BP2 PTBP2 SLC35E2B KDM3A RSRC2 ADD3 GDAP2 JMJD8 JMJD7 KDM6A UBR2 C2CD5	0.2962962962962963	0.2222222222222222
C912	CSPG5 CSPG4 CHST14 NCAN AC093155.3 CHST13 CHST9	0.2857142857142857	0.14285714285714285
C897	SYTL1 PLCD4 SYTL2 RASA4 ESYT3 SYT16 SYT14 CCDC85A SYTL5 RASAL1 C2CD5	0.2727272727272727	0.09090909090909091
C891	SYT6 DOC2A SYT2 RPH3A RIPPLY2 SYT1 SYT9 RIMS4 UNC13B SYT7 UNC13D SYT17 SYT12 SYT15 SYT4	0.3333333333333333	0.2
C908	TOX3 SOX6 SOX5 SOX8 AC105001.2 GAS2 PBLD SOX3	0.375	0.25
C900	KDM3A KDM3B JMJD8 JMJD7 KDM5A PHF2 KDM6A KDM5D KDM6B KDM8	0.3	0.1
C928	MAPK6 CLHC1 CAMK4 STK33 AC138811.2	0.4	0.4
C917	MAP2K5 DAPK2 CAMK2G MAP2K3 DAPK3 MAP2K6 MAP2K1	0.5714285714285714	0.14285714285714285
C918	NSD2 KNSTRN KIF22 PYDC1 CCDC34 CENPF OIP5	0.42857142857142855	0.2857142857142857
C927	ZDHHC21 RFT1 AKT3 TSPAN5 CMC4	0.6	0.2
C936	CDPF1 YWHAB DDIT4L NR2C2AP	0.25	0.25
