gene	NPS_r	NPS_h	NPS_hr	rat_seed	human_seed	node_color	subgraph
ASXL3	-0.2628016246849204	9.547104367565224	-2.5089945388326407	0	1	2	Human-Only
ASZ1	-2.196867593721898	-0.3988114764336422	0.876136008581453	0	0	0	PCNet
ATAD1	0.5165523107929142	-0.8669815584759357	-0.4478413274455866	0	0	0	PCNet
ATAD2	1.0214490742828903	1.5064057482481643	1.5387167570425124	0	0	0	PCNet
ATAD2B	0.8535732813297187	-0.2440964687328518	-0.2083542237772974	0	0	0	PCNet
ATAD3A	0.4002126629841914	0.9953570646257262	0.3983545014539897	0	0	0	PCNet
ATAD3B	-0.2578422554484302	0.050444553871521	-0.0130067375453228	0	0	0	PCNet
ATAD3C	2.0130034006123827	0.8533734781471086	1.7178437135025466	0	0	0	PCNet
ATAD5	-0.3830346764387475	-0.1567730024571045	0.060049496270488	0	0	0	PCNet
ATAT1	0.1964294050330159	1.798600751576919	0.3532980755241893	0	0	0	PCNet
ATCAY	-0.2284542091082223	1.096091363753967	-0.2504066856167654	0	0	0	PCNet
ATE1	0.1614711401932398	1.1211609110025569	0.1810351306396742	0	0	0	PCNet
ATF3	-2.006808916470515	0.0428535055638882	-0.0859987970676298	0	0	0	PCNet
ATF4	-1.0783025884286417	0.3064988081445342	-0.3304984581725449	0	0	0	PCNet
ATF5	-1.6388213983167117	0.893014147070413	-1.46349069321854	0	0	0	PCNet
ATF6	-0.3776021676620265	0.9382295961763274	-0.354277529280849	0	0	0	PCNet
ATF6B	0.0075058912391495	0.7179280921767323	0.0053886901774086	0	0	0	PCNet
ATF7	-0.8327392294011299	1.219798366275998	-1.0157739515574318	0	0	0	PCNet
ATF7IP	-0.0345355198951722	0.9452018828404096	-0.0326430384297891	0	0	0	PCNet
ATF7IP2	-0.6563326310996566	-0.2699462102751394	0.1771745064452633	0	0	0	PCNet
ATG10	-0.5654914319465345	-0.563822313641499	0.3188366875045393	0	0	0	PCNet
ATG101	-1.5974620577397003	1.1182395646644174	-1.786345276014767	0	0	0	PCNet
ATG12	0.742073154941158	-0.3877390427489861	-0.2877307347466046	0	0	0	PCNet
ATG13	-0.2402441849217581	1.463188796020262	-0.3515225996865364	0	1	2	PCNet
ATG14	0.510927275280881	0.8073552940724901	0.4124998405840517	0	0	0	PCNet
ATG16L1	0.4739447049482569	0.3717808850536378	0.1762035818721481	0	0	0	PCNet
ATG16L2	0.6426501452405732	0.2241073523029328	0.1440226225069601	0	0	0	PCNet
ATG2A	-0.4274110154328055	1.3313016731282463	-0.5690129999591367	0	0	0	PCNet
ATG2B	1.2460627021323285	0.4422439368967119	0.5510636750111558	0	0	0	PCNet
ATG3	-0.2418502005709083	1.015323846129459	-0.2455562758308357	0	0	0	PCNet
ATG4A	-0.2425046691104919	-0.3576632428879972	0.0867350063695392	0	0	0	PCNet
ATG4B	-0.6782082371226702	1.6236929389398724	-1.1012019257469383	0	0	0	PCNet
ATG4C	-0.7082656605334474	-0.212120614635572	0.1502377472376242	0	0	0	PCNet
ATG4D	-0.6851702901788389	-0.1613897634898662	0.1105794710822458	0	0	0	PCNet
ATG5	-1.0852992235078376	-0.9058252534005596	0.9830914441494176	0	0	0	PCNet
ATG7	1.064251769333685	0.4757211056757877	0.5062870284248341	0	0	0	PCNet
ATG9A	-0.9414008980175814	2.105649660502558	-1.9822604813075235	0	1	2	Human-Only
ATG9B	-0.9856321371397414	10.881471898802772	-10.725128402843016	0	1	2	Human-Only
ATIC	-0.6439607777785292	1.1253324066715118	-0.7246699318595708	0	0	0	PCNet
ATL1	0.1593295941540085	0.7343865989674806	0.1170095187656312	0	0	0	PCNet
ATL2	-0.7473482804142632	0.4935012440241396	-0.3688173061037404	0	0	0	PCNet
ATL3	-0.3301617172117023	-0.1928411782226091	0.0636687745511045	0	0	0	PCNet
ATM	-0.9269962716719304	0.9625742882601668	-0.8923027764244368	0	0	0	PCNet
ATMIN	-0.0422648619877165	0.0486764509444455	-0.0020573034812188	0	0	0	PCNet
ATN1	-0.7076612830598071	0.936258636389528	-0.6625539879032389	0	0	0	PCNet
ATOH1	0.4397347693887181	0.8889939570053619	0.3909215526717167	0	0	0	PCNet
ATOH7	-0.6858067699173244	0.9274323799845136	-0.6360394048339159	0	0	0	PCNet
ATOH8	2.2119904454370314	0.1605184209990444	0.3550652135665252	0	0	0	PCNet
ATOX1	-1.0788299595107402	-0.2828683924880915	0.3051668964147959	0	0	0	PCNet
ATP10A	-1.2525867942544815	1.9955349993649063	-2.4995807876771066	0	0	0	Human-Only
ATP10B	-0.3012782624535011	1.3927067707715943	-0.4195922760052923	0	0	0	PCNet
ATP10D	-0.5815456472128776	1.5981325672567015	-0.9293870381572764	0	0	0	PCNet
ATP11A	-0.7665331372068187	-0.6781322100503093	0.519810810410857	0	0	0	PCNet
ATP11B	0.7878288950826228	1.530790646915221	1.206001103962032	0	0	0	PCNet
ATP11C	-0.9020099991565954	0.4396925579326987	-0.3966070838100348	0	0	0	PCNet
ATP12A	0.3506195248790388	-0.0993958758156757	-0.0348501347534281	0	0	0	PCNet
ATP13A1	-1.6783159296025	2.001145211651564	-3.3585538861625857	0	1	2	Human-Only
ATP13A2	-1.090474734352498	1.0420433275375478	-1.1363219207803006	0	1	2	PCNet
ATP13A3	-0.5128947118118448	1.6181859273363677	-0.8299590048591691	0	0	0	PCNet
ATP13A4	-0.644225714631881	2.374014758032644	-1.529401354040212	0	0	0	PCNet
ATP13A5	-0.7182745708214952	2.3299316640826904	-1.6735306660624063	0	0	0	Human-Only
ATP1A1	-0.5526795907036625	0.9038739053231446	-0.4995526600417165	0	0	0	PCNet
ATP1A2	-0.4662861673876468	0.8116159460873267	-0.3784452888917585	0	0	0	PCNet
ATP1A3	0.1205602758612023	0.6261919876843516	0.0754938787773	0	0	0	PCNet
ATP1A4	-1.7100402059416873	1.0272164992802215	-1.756581513975849	0	0	0	PCNet
ATP1B1	0.0584811690956464	-0.4822443662539328	-0.028202214328319	0	0	0	PCNet
ATP1B2	-0.5900201723741673	1.8195228200357147	-1.0735551679162034	0	0	0	PCNet
ATP1B3	-1.0711155475289256	-0.4942109172288026	0.5293569972023014	0	0	0	PCNet
ATP1B4	-0.6791974184917267	-0.202299534068209	0.1374013213012066	0	0	0	PCNet
ATP23	1.3302529600308235	-0.4908260592159664	-0.6529228181323036	0	0	0	PCNet
ATP2A1	0.9903794699558864	14.682644796309251	14.541389970919312	0	1	2	PCNet
ATP2A2	1.8630811072374005	0.9111996938503388	1.6976389345330696	0	0	0	PCNet
ATP2A3	-0.4639440512438903	2.783979882674778	-1.291610905349627	0	0	0	Human-Only
ATP2B1	0.6908978201633144	1.613040748210082	1.1144463367729474	0	1	2	PCNet
ATP2B3	0.3005755752348935	0.7333084492923303	0.2204146089706499	0	0	0	PCNet
ATP2B4	0.4712185188213589	0.5547354847521895	0.2614016334625753	0	0	0	PCNet
ATP2C1	0.2075466750705867	-1.0399840775913038	-0.2158452374304261	0	0	0	PCNet
ATP2C2	0.4192514260528936	0.829990852008923	0.3479748483155971	0	0	0	PCNet
ATP4A	-0.9281865697838706	1.1596922741461282	-1.0764107939445509	0	0	0	PCNet
ATP4B	-1.930370315985085	-1.014137697267407	1.957661307126471	0	0	0	PCNet
ATP5F1A	-0.4953056147358276	1.4327937451228594	-0.7096707867177267	0	0	0	PCNet
ATP5F1B	1.024784567837562	0.4129671769691538	0.4232023899814323	0	0	0	PCNet
ATP5F1C	0.6614318664022485	0.9146755577517108	0.6049955613162317	0	0	0	PCNet
ATP5F1D	-0.219406587448456	0.8634675638327932	-0.189450471552985	0	0	0	PCNet
ATP5F1E	1.4668252525962324	-0.8656537287064924	-1.269762749270771	0	0	0	Rat-Only
ATP5F1EP2	2.3849456439785865	1.2401606814571984	2.957715815074861	0	0	0	PCNet
ATP5IF1	0.1379911025518416	-0.8608468995864326	-0.1187892128022663	0	0	0	PCNet
ATP5MC1	0.4890033908477996	0.096968934412417	0.0474181377345698	0	0	0	PCNet
ATP5MC2	-0.2766053745102108	-0.2647098487392793	0.0732201668470696	0	0	0	PCNet
ATP5MC3	1.832757518819548	-0.2276578598576417	-0.4172416543724598	0	0	0	Rat-Only
ATP5MD	1.144389084208138	-0.7212797078746089	-0.8254246243525369	0	0	0	PCNet
ATP5ME	0.3454562709858614	-0.9194024688192726	-0.3176133484135006	0	0	0	PCNet
ATP5MF	-0.3164846181151032	-0.3414577364990708	0.1080661213383559	0	0	0	PCNet
ATP5MF-PTCD1	1.1563343633562355	0.2158845571023296	0.2496347318953652	0	0	0	PCNet
ATP5MG	-0.6520639612117141	0.2627317762735957	-0.1713179227731506	0	0	0	PCNet
ATP5MGL	-0.3978106621034901	-0.4135952955054668	0.1645326183479183	0	0	0	PCNet
ATP5MPL	0.1123085839078668	-0.3329822844483546	-0.0373967688328012	0	0	0	PCNet
ATP5PB	-0.2471016657311829	-1.0721576449767214	0.26493194000017	0	0	0	PCNet
ATP5PD	0.1128462007390268	-0.7714899783848652	-0.0870597129689659	0	0	0	PCNet
ATP5PF	-0.6634243725727375	-0.7580983275015948	0.5029409072711871	0	0	0	PCNet
ATP5PO	0.2668693732775474	-0.1422124506462082	-0.0379521475762177	0	0	0	PCNet
ATP6AP1	-0.4747129931249497	1.2423133776042208	-0.5897423018816654	0	0	0	PCNet
ATP6AP1L	-0.0345855900611363	0.3331463316413161	-0.0115220624565179	0	0	0	PCNet
ATP6AP2	-0.0239816075021921	-0.9338124572585108	0.0223943238306311	0	0	0	PCNet
ATP6V0A1	1.0136228403290015	0.6096943911880497	0.6180001605286923	0	0	0	PCNet
ATP6V0A2	0.2923052193189533	0.57582899658033	0.1683178211356261	0	0	0	PCNet
ATP6V0A4	-0.3522418270713891	0.9576873047032544	-0.3373375259717485	0	0	0	PCNet
ATP6V0B	-0.0552076594072138	1.0766380467046883	-0.0594386665873203	0	0	0	PCNet
ATP6V0C	-0.9791684837535388	16.08476590834078	-15.749695846000655	0	1	2	Human-Only
ATP6V0D1	0.6614483483686819	2.0546540035156324	1.359047497094515	0	0	0	PCNet
ATP6V0D2	-1.0905284028807207	1.7849228739209473	-1.9465090909622769	0	0	0	PCNet
ATP6V0E1	-0.7532271173161337	-0.0659270465169927	0.049658039201161	0	0	0	PCNet
ATP6V0E2	-0.3512242121615485	1.3448923796451415	-0.472358766482935	0	0	0	PCNet
ATP6V1A	1.4304951719061196	0.0528656461743272	0.0756240516120722	0	0	0	PCNet
ATP6V1B1	1.9478884143491373	1.5009440017473668	2.923671431590527	0	0	0	PCNet
ATP6V1B2	1.6927373508557282	0.5920195365448006	1.0021335819456816	0	0	0	PCNet
ATP6V1C1	1.6312709247268304	-0.4199082524911811	-0.6849841233417163	0	0	0	Rat-Only
ATP6V1C2	-0.8410489089379573	-0.2901799126427467	0.2440554989238938	0	0	0	PCNet
ATP6V1D	-0.490770938205428	-0.2298685854617789	0.1128128213510318	0	0	0	PCNet
ATP6V1E1	0.4401826240510705	1.7399466401424026	0.7658942777667265	0	0	0	PCNet
ATP6V1E2	-0.8630434560122915	0.5535094562720262	-0.4777027140764938	0	0	0	PCNet
ATP6V1F	-1.2857251928576676	1.831220761718637	-2.3544466670256594	0	0	0	Human-Only
ATP6V1G1	1.0087862139522823	-1.6262092058640056	-1.640497427877898	0	0	0	Rat-Only
ATP6V1G2	0.4439766565767018	0.8840403608533847	0.3924932836905467	0	0	0	PCNet
ATP6V1G3	-0.9095448951785128	1.0882775981771151	-0.9898373339591278	0	0	0	PCNet
ATP6V1H	0.2709847335081708	-0.2018838546026295	-0.0547074425390958	0	0	0	PCNet
ATP7A	0.582707386362417	1.4831709987751949	0.8642546962248294	0	0	0	PCNet
ATP7B	-0.6236158379560649	0.5996751422291428	-0.3739669163226493	0	0	0	PCNet
ATP8A1	1.0259920088956376	0.2082486563178581	0.2136614572453764	0	0	0	PCNet
ATP8A2	-0.1908201087744923	0.4529934108547414	-0.08644025193343	0	0	0	PCNet
ATP8B1	-0.3148065550066144	0.6675614239798409	-0.2101527121384036	0	0	0	PCNet
ATP8B2	-0.6158196266510547	1.7478481420691747	-1.0763591902917788	0	0	0	PCNet
ATP8B3	-0.8054225097038086	8.531240872773918	-6.871253434637279	0	1	2	Human-Only
ATP8B4	-1.0140554745120065	1.8327962471430324	-1.8585570680804524	0	0	0	PCNet
ATP9A	1.5308557376807308	1.7185979428105902	2.6309255215178924	0	1	2	PCNet
ATP9B	0.2816826569911324	-0.2078928859959436	-0.0585598204968919	0	0	0	PCNet
ATPAF1	-0.4708880064161126	0.1636222601207244	-0.0770477598735465	0	0	0	PCNet
ATPAF2	0.5921533055620813	0.7664498099235784	0.4538557884936758	0	0	0	PCNet
ATPSCKMT	0.3160874934152957	-0.3655177910331647	-0.1155356023663688	0	0	0	PCNet
ATRAID	0.0999379040120301	-0.9042160931669802	-0.0903654611250545	0	0	0	PCNet
ATRIP	-0.3274922970329627	-0.1136878824176432	0.0372319057577673	0	0	0	PCNet
ATRN	-0.1805442860735318	0.6404115720067989	-0.1156226500611957	0	0	0	PCNet
ATRNL1	0.4340133076680421	2.873227619159477	1.247019022674578	0	0	0	PCNet
ATRX	0.518673819020154	1.4125912015727795	0.7326740732340217	0	0	0	PCNet
ATXN1	-0.9519334429763998	0.7581976766273681	-0.7217537247685976	0	0	0	PCNet
ATXN10	-1.2056524698173063	0.0576445975363625	-0.0694993513913401	0	0	0	PCNet
ATXN1L	-0.3709800910212674	0.1026722579609039	-0.0380893636036952	0	0	0	PCNet
ATXN2	0.7710094519709658	1.5481576866469142	1.1936442095462756	0	0	0	PCNet
ATXN2L	-0.1497744874582597	11.9605084358841	-1.7913790207247322	0	1	2	Human-Only
ATXN3	-0.6023497864053405	1.10105937497399	-0.6632228793351805	0	0	0	PCNet
ATXN3L	-0.2825771795185193	-1.7698299972369027	0.5001135688464727	0	0	0	PCNet
ATXN7	-0.4542433734598583	2.158834111122091	-0.9806360893763132	0	0	0	PCNet
ATXN7L1	-0.6249690463128187	0.4442255594605809	-0.2776272242438576	0	0	0	PCNet
ATXN7L2	0.2207839629287055	2.136737777193746	0.4717574341883085	0	1	2	PCNet
ATXN7L3	2.4300894790536955	1.9769265682136723	4.804108454277773	0	1	2	Conserved
ATXN7L3B	10.26024805969358	0.4988653609651757	5.1184823518912825	1	0	1	Rat-Only
AUH	0.7473531465981208	-0.5267605188333733	-0.3936761312537802	0	0	0	PCNet
AUNIP	0.2472142090130192	0.8161489636816529	0.2017636204933551	0	0	0	PCNet
AUP1	-1.4250301234066838	0.2031882904453675	-0.2895494346081552	0	0	0	PCNet
AURKA	0.5785713236601505	1.7116892246497128	0.990334300400401	0	0	0	PCNet
AURKAIP1	-0.1315198330867648	1.563946310738055	-0.2056899577449305	0	0	0	PCNet
AURKB	-0.8164264301856377	2.243948411112154	-1.8320187908050296	0	0	0	Human-Only
AURKC	-0.8290725203471025	-0.2503438593565953	0.207553214430193	0	0	0	PCNet
AUTS2	-0.9894619609671534	10.820125331441734	-10.706102428358708	0	1	2	Human-Only
AVEN	2.32936194517206	1.136087724231441	2.646359511201849	0	0	0	PCNet
AVIL	0.1635860733776566	0.9270884374640804	0.151658757158576	0	0	0	PCNet
AVL9	1.9875950868552723	2.011244181621948	3.997539053858037	0	1	2	Conserved
AVPI1	-0.989232572532303	-0.8599304557446322	0.8506712169351383	0	0	0	PCNet
AVPR1A	0.0628709359076445	-0.771930927409468	-0.0485320198622892	0	0	0	PCNet
AVPR1B	-0.053457032477396	-0.2912700160317885	0.0155704307067029	0	0	0	PCNet
AVPR2	1.9049873704172524	0.3112912555033643	0.5930059102552391	0	0	0	PCNet
AWAT1	-0.7656190784516628	-0.8218988482816711	0.6292614388018961	0	0	0	PCNet
AWAT2	-0.1196521737783012	0.1021974345769901	-0.0122281452017025	0	0	0	PCNet
AXDND1	0.0157234994884432	0.0089078662634759	0.0001400628306368	0	0	0	PCNet
AXIN1	1.0271389416017491	17.4067037750245	17.879103292253834	0	1	2	Conserved
AXIN2	10.800183584999187	0.6061037682653183	6.546031968825242	1	0	1	PCNet
AXL	0.4064245439265214	-0.4213726241582441	-0.1712561765966358	0	0	0	PCNet
AZGP1	-0.1433490099900065	-0.1934791910664524	0.0277350504930432	0	0	0	PCNet
AZI2	0.646840297179408	0.0743052158807951	0.0480636079223135	0	0	0	PCNet
AZIN1	0.3249287016528807	-0.8316612339051528	-0.270230604947834	0	0	0	PCNet
AZIN2	-0.784504861598846	-0.1001161797402764	0.0785416297309508	0	0	0	PCNet
AZU1	-0.8671394540345938	1.713002582368436	-1.485412124034815	0	0	0	PCNet
B2M	-0.7294742167571149	-0.4743718207119212	0.3460420123654752	0	0	0	PCNet
B3GALNT1	-0.5888541459002431	0.1321454384648078	-0.0778143893018075	0	0	0	PCNet
B3GALNT2	-0.2492231472576981	2.051386109582181	-0.5112529024707962	0	0	0	PCNet
B3GALT1	0.3328062551182391	0.527694154962913	0.1756199155609908	0	0	0	PCNet
B3GALT2	1.3545992496951011	0.6539229601348223	0.8858035511570298	0	0	0	PCNet
B3GALT4	-1.019581838302564	0.6607646558224911	-0.6737036424688565	0	0	0	PCNet
B3GALT5	0.749698285912654	-0.1855218058150419	-0.1390853798189572	0	0	0	PCNet
B3GALT6	1.349969512065612	-0.1478582767441695	-0.1996041657111887	0	0	0	PCNet
B3GAT1	1.1632790602604244	0.6113513511013307	0.7111722251980966	0	0	0	PCNet
B3GAT2	1.025544951292284	-0.3391235192766534	-0.3477864130586435	0	0	0	PCNet
B3GAT3	0.4264303628428457	0.8160047963266703	0.3479692213790844	0	0	0	PCNet
B3GLCT	0.2311574225907305	-0.0940645070669246	-0.0217437090108578	0	0	0	PCNet
B3GNT2	-0.47515173563559	-0.1602553372194709	0.0761456016246984	0	0	0	PCNet
B3GNT3	-0.6639119608471049	0.6420627866180272	-0.4262731636505307	0	0	0	PCNet
B3GNT4	-0.1669988609955817	9.916362202000634	-1.6560211929537445	0	1	2	Human-Only
B3GNT5	-0.8700061827159264	-0.243614544067927	0.211946159538618	0	0	0	PCNet
B3GNT7	-0.607711631645087	0.1608477851286361	-0.0977490699470218	0	0	0	PCNet
B3GNT9	-0.7013315748072877	0.8126625399285395	-0.5699458989149729	0	0	0	PCNet
B3GNTL1	-1.1299785910140503	1.7336728661207093	-1.9590132225383687	0	0	0	PCNet
B4GALNT1	0.3055946003973274	3.1547113553032395	0.9640627559928046	0	0	0	PCNet
B4GALNT2	-0.506360741959564	2.20882753323752	-1.1184635485908645	0	0	0	PCNet
B4GALNT3	0.1334825139861755	1.5349631590791573	0.2048907413500477	0	0	0	PCNet
B4GALNT4	0.1456312821878783	-0.3102551424273498	-0.0451828541970777	0	0	0	PCNet
B4GALT1	-0.4771611114671937	-0.2576821803497166	0.1229559155809606	0	0	0	PCNet
B4GALT2	-1.2128922872547987	0.2275579860544602	-0.2760033261886899	0	0	0	PCNet
B4GALT3	1.8837076278192133	0.5054843811789616	0.9521847845702848	0	0	0	PCNet
B4GALT4	-0.9837195379968986	-0.7582957830259964	0.7459503773433297	0	0	0	PCNet
B4GALT5	-1.282518877255864	0.2254661241758106	-0.2891645604371919	0	0	0	PCNet
B4GALT6	1.8337367918835183	0.0051935436037824	0.0095235919865071	0	0	0	PCNet
B4GALT7	0.5381854252899775	0.6426152426119138	0.3458461576429149	0	0	0	PCNet
B4GAT1	-0.1592223073146792	0.3108349338165557	-0.0494918553562776	0	0	0	PCNet
B9D1	0.9105681323754056	0.3948833572339566	0.359568201102654	0	0	0	PCNet
B9D2	0.3675880866929905	0.3530160734779627	0.1297645030216364	0	0	0	PCNet
BAALC	1.4064850204867378	1.0815913083482211	1.5212419734804254	0	0	0	PCNet
BAAT	-0.1284880618023579	-0.5531883415954121	0.0710780978232551	0	0	0	PCNet
BABAM1	1.0495866474233593	1.890667301971086	1.9844191548688	0	0	0	PCNet
BABAM2	-0.0100492066265791	0.6333492530093733	-0.0063646575102807	0	0	0	PCNet
BACE1	1.0970649783750317	0.5493023472124539	0.6026203676659848	0	0	0	PCNet
BACE2	1.7711302425066986	2.899420880503151	5.135252007214532	0	1	2	Conserved
BACH2	0.2410452553868912	0.880789541833218	0.2123101400532909	0	0	0	PCNet
BAD	0.9064392469236052	19.49741130341507	17.673218818827344	0	1	2	PCNet
BAG1	-0.8998540299872317	0.5066680521525813	-0.4559272885952811	0	0	0	PCNet
BAG2	-0.2799779735910624	0.1504595668780026	-0.0421253646418921	0	0	0	PCNet
BAG3	-0.9011466947847998	-0.5010497928795309	0.4515193647759978	0	0	0	PCNet
BAG4	-0.3834614857629038	1.124494201720133	-0.4312002173233726	0	0	0	PCNet
BAG5	-1.3880127114725287	17.128727399577336	-23.77489136196113	0	1	2	Human-Only
BAG6	-0.1092270599156419	2.08439048009985	-0.2276718438574599	0	0	0	PCNet
BAGE	0.1915235418660421	-0.5454901961165696	-0.1044742144134473	0	0	0	PCNet
BAGE3	1.6733717411401323	0.4101669207432099	0.6863617343221519	0	0	0	PCNet
BAGE4	-0.675437246927567	0.3019926296669862	-0.2039770703746855	0	0	0	PCNet
BAHCC1	2.694750261695596	2.340810076897552	6.3078985672993655	0	0	0	Conserved
BAHD1	8.640529278426696	0.981023955704019	8.47656621209855	1	0	1	PCNet
BAIAP2	10.394800081092988	12.480816351039804	129.73559081789526	1	1	3	Conserved
BAIAP2L1	-0.6638117194555885	1.5144510434309546	-1.005310351171212	0	0	0	PCNet
BAIAP2L2	-0.490465906292486	2.2192010352704026	-1.0884424470091212	0	0	0	PCNet
BAIAP3	0.9841210705117124	1.1462724222698557	1.128070843302264	0	0	0	PCNet
BAK1	1.312200303468607	19.30780375182797	25.33570594246097	0	1	2	Conserved
BAMBI	-1.349741545876496	0.8595553000688635	-1.1601774994812832	0	0	0	PCNet
BANF1	0.3472243764167332	2.4103382814894365	0.83692820674355	0	0	0	PCNet
BANF2	-0.9359695432567778	-1.3309677601147607	1.2457452865241092	0	0	0	PCNet
BANK1	-1.550703149812357	8.21677914171972	-12.741785296377245	0	1	2	Human-Only
BANP	-0.7551398516921378	0.1594024165183066	-0.1203711171690024	0	0	0	PCNet
BARD1	-1.0255574978639808	0.4908201203146847	-0.503364254491226	0	0	0	PCNet
BARHL1	-0.1542533104028649	0.0915542044949987	-0.0141225391246544	0	0	0	PCNet
BARHL2	-1.177740365887729	6.380946693599666	-7.515098493630166	0	1	2	Human-Only
BARX1	-1.4791975757472384	0.8195392720208575	-1.2122605044029091	0	0	0	PCNet
BARX2	-0.7134534554568219	0.9627536565698952	-0.6868799230334821	0	0	0	PCNet
BASP1	-0.6458806404519534	2.8789566992329867	-1.8594623967340431	0	0	0	Human-Only
BATF	-0.8723357721567	0.5186788070954524	-0.4524620776889275	0	0	0	PCNet
BATF2	0.2152985462145878	0.3363265873430716	0.0724106253082769	0	0	0	PCNet
BATF3	-1.2595558163164156	0.620547724484331	-0.7816144956761557	0	0	0	PCNet
BAX	0.180211646046386	1.4533116800407884	0.2619036900785891	0	0	0	PCNet
BAZ1A	-0.1743601830543404	-0.0634354724579059	0.011060620589899	0	0	0	PCNet
BAZ1B	-1.2581596158316788	0.3995314694060564	-0.5026743600605901	0	0	0	PCNet
BAZ2A	0.9690072727817424	2.319330524090981	2.2474481458288507	0	0	0	PCNet
BAZ2B	0.7387429671017031	-0.1921056462089248	-0.1419166950773711	0	0	0	PCNet
BBC3	-0.421955990955027	1.6955104129932324	-0.7154307764891265	0	0	0	PCNet
BBIP1	0.6535884736528721	1.0126024923403596	0.6618253173858297	0	0	0	PCNet
BBOF1	0.4561646694891249	1.633732681717326	0.7452511287891657	0	0	0	PCNet
BBOX1	-0.9232382540640944	0.4429898542159408	-0.4089851795744329	0	0	0	PCNet
BBS1	0.68123250125606	0.1580504791549183	0.1076691232394238	0	0	0	PCNet
BBS10	-0.1726904840854237	0.011117745008462	-0.0019199287674496	0	0	0	PCNet
BBS12	-0.1795686480306829	1.1597287912798322	-0.2082509311323775	0	0	0	PCNet
BBS2	2.3761107659369696	7.200978475153824	17.110322480093384	0	1	2	Conserved
BBS4	-0.6104378849304324	10.534437593622554	-6.4306198035825854	0	1	2	Human-Only
BBS5	0.9410059496353222	0.8079379768795478	0.7602744431799799	0	0	0	PCNet
BBS7	-0.1533676748372125	0.2436904233109043	-0.0373742336032894	0	0	0	PCNet
BBS9	0.6248523392202493	1.280801366003237	0.8003117296236131	0	0	0	PCNet
BBX	0.1215769966654389	1.9317428181566851	0.2348554901615208	0	1	2	PCNet
BCAN	1.5019393659441227	-0.5755155213325374	-0.8643894172011923	0	0	0	Rat-Only
BCAP29	-0.1876366569024261	0.4103241310851748	-0.076991848203215	0	0	0	PCNet
BCAP31	0.2562125271619064	0.9405350957530187	0.2409768737673465	0	0	0	PCNet
BCAR1	0.5883573265792736	0.712424001628706	0.4191598809891735	0	0	0	PCNet
BCAR3	-1.188179643184134	-0.1548915171907381	0.1840389476279404	0	0	0	PCNet
BCAS1	0.174952733378057	0.4474166181383794	0.0782767603020758	0	0	0	PCNet
BCAS2	0.5186928625319148	0.9924992319049548	0.5148022676575078	0	0	0	PCNet
BCAS3	-0.3700504842112003	0.7344513679082084	-0.2717840843240109	0	0	0	PCNet
BCAS4	1.1885794741164493	0.2870160018095348	0.3411413284937827	0	0	0	PCNet
BCAT1	-0.6468135511633011	0.1790623857973588	-0.1158199776373627	0	0	0	PCNet
BCAT2	-1.6912162036588638	1.6399007566276222	-2.7734267320010657	0	0	0	Human-Only
BCCIP	-0.2848509674182759	-0.2930943475781731	0.083488208452471	0	0	0	PCNet
BCDIN3D	-0.2780725209491943	7.5702605991429825	-2.105081449046047	0	1	2	Human-Only
BCHE	-0.0978369401612794	3.5677221385463667	-0.3490550173810327	0	0	0	PCNet
BCKDHA	-0.5790614537152208	0.7801753491435659	-0.4517694718278532	0	0	0	PCNet
BCKDHB	-0.7266523351235764	-0.0821115175430654	0.0596665259632089	0	0	0	PCNet
BCKDK	-1.319528601266038	15.950614921075672	-21.047292596140174	0	1	2	Human-Only
BCL10	-1.0130751080981206	-0.4454355301977002	0.4512596479057788	0	0	0	PCNet
BCL11A	-0.1413186972093692	14.340409005519366	-2.0265679181095027	0	1	2	Human-Only
BCL11B	1.5274428985389372	13.160321276062266	20.101639275612197	0	1	2	Conserved
BCL2	1.528129563625675	18.61771891391648	28.450286679628668	0	1	2	Conserved
BCL2A1	0.4883666970358089	0.128122773728072	0.0625708958206448	0	0	0	PCNet
BCL2L1	0.566413394120431	2.416513005909147	1.3687453336131652	0	0	0	PCNet
BCL2L10	-0.752397340081338	0.7983974524976664	-0.6007121195869606	0	0	0	PCNet
BCL2L11	0.1705689734238028	0.2690828881810769	0.0458971920029582	0	0	0	PCNet
BCL2L12	-0.3108305311766618	0.7242086336235869	-0.2251061542719439	0	0	0	PCNet
BCL2L13	1.0283788123547386	1.422049758141993	1.462405841387406	0	1	2	PCNet
BCL2L14	0.3386491354777335	-0.2649808830881596	-0.0897355469759316	0	0	0	PCNet
BCL2L15	1.7902266151169328	2.212725167894705	3.961279487504185	0	0	0	Conserved
BCL2L2	1.2447769328549951	1.1665231085062069	1.452061057110831	0	0	0	PCNet
BCL2L2-PABPN1	2.275507433403686	0.7964577706071191	1.8123455774086272	0	0	0	PCNet
BCL3	-0.2688567766586123	3.263866241129328	-0.8775125570348922	0	0	0	Human-Only
BCL6	-1.013425267715833	0.1288997232799309	-0.1306302365734608	0	0	0	PCNet
BCL6B	-1.0855006510458782	0.3063651704759613	-0.3325595920094375	0	0	0	PCNet
BCL7A	-1.1423081950750615	11.00713067141707	-12.573535570221782	0	1	2	Human-Only
BCL7B	-0.8502551290378775	1.4330080661598663	-1.2184224582050769	0	0	0	PCNet
BCL7C	-1.5658959565626551	14.738954075838237	-23.07966859131776	0	1	2	Human-Only
